00O9a,1k3r2/q5r1/2Qp3p/N2Bp3/4P1p1/P7/1PP2PPP/R5K1 w - - 12 35,a5c4 a7f2 g1h1 f2f1 a1f1 f8f1,986,87,91,722,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/t6wbqTty#69,
00Pr6,r1b2rk1/p4ppp/2p5/6q1/2p3P1/3P1Q1P/PPP5/1K2RR2 b - - 0 17,c4d3 f3f7 f8f7 e1e8 f7f8 f1f8,1465,74,93,1831,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/CtrEbVZV/black#34,Kings_Knight_Opening Kings_Knight_Opening_Normal_Variation
00QHM,6k1/pp3rpp/4Nb2/4p3/1B1r4/6PK/PP5P/2R5 b - - 0 28,d4b4 c1c8 f6d8 c8d8 f7f8 d8f8,886,95,94,204,endgame long mate mateIn3,https://lichess.org/VyUHT6ng/black#56,
00QW1,8/3r1ppp/4p3/k3P3/pR2R2P/2P5/2Kr1PP1/8 w - - 4 31,c2c1 d2d1 c1b2 d7d2 b2a3 d1a1,925,87,94,172,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/I3LnvYRW#61,
00RwV,2r1r2k/ppq3pp/3b1p2/3Q3R/3P4/4B3/PP3PPP/R5K1 w - - 1 20,d5f5 c7c1 a1c1 c8c1 e3c1 e8e1,1967,74,94,12951,long mate mateIn3 middlegame sacrifice,https://lichess.org/QtHdcDHe#39,
00d5g,2b2rk1/pp4p1/2p5/4r3/2B5/1P6/P4pK1/5R2 b - - 4 32,g8h8 f1h1 c8h3 h1h3 e5h5 h3h5,1081,82,94,598,endgame long mate mateIn3,https://lichess.org/Vf4zaDk5/black#64,
00dt1,Q7/8/3B4/2p5/Krkn4/8/8/8 w - - 1 54,a4a3 d4b5 a3a2 b5c3 a2a1 b4b1,2173,77,95,9940,arabianMate endgame exposedKing fork long master mate mateIn3,https://lichess.org/AQkAsoMX#107,
00gH0,3r2k1/6pp/8/5Q2/2pP4/2Pq2P1/5RKP/8 b - - 2 35,d3c3 f5f7 g8h8 f7f8 d8f8 f2f8,1339,89,83,804,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/vnNaoc4v/black#70,
00gNl,6k1/5R2/pp4p1/2p4p/7P/1P1r4/P3r1PK/5R2 b - - 0 38,d3d2 f7f8 g8h7 f1f7 h7h6 f8h8,858,75,99,950,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/JhG6365X/black#76,
00j3i,5rk1/R5p1/5q1p/8/3p4/1P4Q1/P3rPPP/5RK1 w - - 2 38,g3g4 f6f2 f1f2 e2e1 f2f1 e1f1,1426,76,96,8042,endgame long mate mateIn3 sacrifice,https://lichess.org/InWtDWaB#75,
00l68,3k2Q1/q7/3pB1p1/2pP1p2/2P2P2/rp2PK1P/8/8 b - - 2 37,d8c7 g8c8 c7b6 c8c6 b6a5 c6b5,1303,76,96,10383,endgame long mate mateIn3,https://lichess.org/jJLdwY9R/black#74,
00noA,8/1b4p1/p3p1Pr/1p1p4/3N4/2PB4/PP3k1r/1K3R2 b - - 20 41,f2e3 f1f3 e3d2 d4b3 d2e1 f3f1,1381,75,100,486,endgame long mate mateIn3,https://lichess.org/wzqiWq1O/black#82,
00o7c,2r3k1/p4ppp/1pb1pq2/1P6/2Q1PP2/6P1/P5BP/2R3K1 b - - 0 24,c6b7 c4c8 b7c8 c1c8 f6d8 c8d8,451,102,86,950,backRankMate endgame long mate mateIn3,https://lichess.org/3D9Cq2HT/black#48,
00pSv,5k2/5p1p/6p1/1p2q3/2p1p1n1/1P2P3/P1R1QPPP/6K1 w - - 0 26,e2g4 e5a1 c2c1 a1c1 g4d1 c1d1,1010,92,86,30,backRankMate endgame long mate mateIn3,https://lichess.org/AE7pbh2M#51,
00rHa,2kr3r/pp2nppp/4p3/2PpP3/bn1N2Q1/q1N5/2PB1PPP/1K1R1B1R w - - 4 14,f1b5 a4c2 d4c2 a3b3 b1a1 b4c2,1814,75,79,133,deflection fork long mate mateIn3 middlegame sacrifice,https://lichess.org/e3RK92Rx#27,French_Defense French_Defense_Winawer_Variation
00ueM,2kr4/2pR4/2P1K1P1/8/8/p3n3/8/8 b - - 1 49,a3a2 d7d8 c8d8 g6g7 a2a1q g7g8q,1772,78,93,11987,advancedPawn endgame long mate mateIn3 promotion,https://lichess.org/d2IhwIPS/black#98,
00vuv,r3r3/2q1b1pk/p3P1Np/5Qp1/8/3p4/PPp2P2/2R1R1K1 b - - 1 30,d3d2 g6f8 h7g8 f5h7 g8f8 h7h8,2090,76,94,2385,doubleCheck long mate mateIn3 middlegame sacrifice,https://lichess.org/SJRbBrel/black#60,
00wUm,5rk1/pR1Q1ppp/4N3/3p1n2/8/7P/q1r2PP1/4R1K1 b - - 0 28,c2f2 d7f7 f8f7 b7b8 f7f8 b8f8,1556,74,97,11913,long mate mateIn3 middlegame sacrifice,https://lichess.org/nBCoCtRO/black#56,
01382,r6k/5qp1/2pb3p/1p2P3/3P4/2P3Q1/1P4PP/5R1K w - - 0 29,f1f7 a8a1 g3e1 a1e1 f7f1 e1f1,853,109,67,33,backRankMate endgame long mate mateIn3,https://lichess.org/0nSum8Dd#57,
0156a,2k4r/ppp1q1p1/3b2p1/3Q4/1P2NPn1/P1P3N1/6P1/R1B2RKr w - - 5 21,g3h1 h8h1 g1h1 e7h4 h1g1 h4h2,1553,76,94,13474,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/oux7jARd#41,
016rF,r4qk1/pppb2p1/1bnp1R2/6N1/8/2NQ2B1/PP4PP/7K b - - 0 19,f8f6 d3h7 g8f8 h7h8 f8e7 c3d5,1916,75,95,5167,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/IoUBUxjr/black#38,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
01749,2r3k1/5ppp/4p3/3n4/2QB4/1r4P1/5PKP/R2q4 b - - 1 32,c8c4 a1a8 b3b8 a8b8 c4c8 b8c8,514,98,94,974,endgame long mate mateIn3,https://lichess.org/OVh3Rgxm/black#64,
0175u,4r1k1/4qp2/3p3p/3P1np1/8/2Q5/1P3PPP/R2N2K1 w - - 2 30,g1f1 e7e2 f1g1 e2e1 c3e1 e8e1,1346,144,85,13,backRankMate endgame long mate mateIn3,https://lichess.org/ZAjVr7XP#59,
019gx,1r6/6R1/3p4/1P1Rp3/K1r1P3/2k2P2/8/8 w - - 1 45,a4a5 c4a4 a5a4 b8a8 g7a7 a8a7,2106,83,84,238,attraction endgame long mate mateIn3 rookEndgame sacrifice,https://lichess.org/pCBDwbPH#89,
01B5q,r4rk1/1pp1np1p/p4Qp1/3P3P/P2Nq3/8/1B4R1/5B1K b - - 0 36,e7d5 f6g7 g8g7 d4f5 g7g8 f5h6,2141,74,93,7700,attraction doubleCheck long mate mateIn3 middlegame pin sacrifice,https://lichess.org/seEUcuvw/black#72,
01BeL,8/5Q1R/pr5p/6p1/5p1k/q6P/2P2PPK/8 w - - 6 39,f7g7 a3g3 f2g3 f4g3 h2g1 b6b1,1576,74,95,3788,endgame long mate mateIn3 sacrifice,https://lichess.org/jye6zZRK#77,
01DhL,1r4k1/2q3p1/p3R2p/b2p4/1rpP3N/6P1/1PQ1RPP1/6K1 b - - 0 31,b4b2 e6e8 b8e8 e2e8 g8f7 c2g6,1419,74,96,5130,long mate mateIn3 middlegame,https://lichess.org/pT896h9l/black#62,
01Dq7,2k5/ppp3q1/4p1r1/4P3/3P4/1PP2RPp/P3Q1nP/5K2 b - - 2 30,g7h7 f3f8 c8d7 e2b5 c7c6 b5b7,1074,76,99,827,endgame long mate mateIn3 queensideAttack,https://lichess.org/4SXAZbeY/black#60,
01Dtr,b4rk1/2pn2p1/1p4q1/6N1/7Q/4B3/1P3PPP/3R2K1 w - - 6 27,d1d7 g6b1 e3c1 b1c1 d7d1 c1d1,611,105,95,1090,long mate mateIn3 middlegame,https://lichess.org/ZvCTnCI7#53,
01FmQ,3r2k1/2B3pp/1Q2Pp2/2b5/P3n3/5N2/2q2PPP/5RK1 w - - 4 32,e6e7 c2f2 f1f2 d8d1 f3e1 d1e1,1900,74,95,6724,long mate mateIn3 middlegame pin sacrifice,https://lichess.org/e8I8ds3w#63,
01Gjl,rn2k2N/p1pn3p/8/3b2B1/3p4/N7/PP4PP/4R1K1 b - - 3 21,e8f8 g5h6 f8g8 e1e8 d7f8 e8f8,1723,75,95,6178,exposedKing long mate mateIn3 middlegame,https://lichess.org/ATVeox2b/black#42,
01IA8,r4r1k/pp2QRpp/2p5/8/2n5/8/Pq4PP/3R3K b - - 0 28,f8f7 d1d8 a8d8 e7d8 f7f8 d8f8,1304,107,81,41,endgame long mate mateIn3,https://lichess.org/0sYYsIVJ/black#56,
01KSz,2r3k1/1p3ppp/p3p3/3pP2Q/2r2b2/P1Pq3P/1P2R2B/5R1K b - - 1 29,f4h2 h5f7 g8h8 f7f8 c8f8 f1f8,1399,91,74,322,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/9F9G6yiK/black#58,
01Kz0,4rr2/RQ4pk/2p2q1p/8/8/1P1P4/2P2PPP/5RK1 w - - 3 29,a7a6 f6f2 f1f2 e8e1 f2f1 e1f1,1160,81,91,1956,endgame long mate mateIn3 sacrifice,https://lichess.org/Q262mNXq#57,
01LaG,6rk/R7/3p1q1p/3P2pQ/1P2P3/3P1p1P/P1r3PB/1R5K w - - 0 28,a7f7 f3g2 h1g1 f6d4 f7f2 d4f2,1674,76,91,1137,advancedPawn kingsideAttack long mate mateIn3 middlegame,https://lichess.org/UtNFI4I6#55,
01NPD,8/5p2/6pk/3PQp2/8/p3PP2/6PK/4q3 b - - 6 39,a3a2 e5h8 h6g5 f3f4 g5g4 h8h3,1205,75,96,3931,endgame long mate mateIn3 queenEndgame,https://lichess.org/Bjg4tsry/black#78,
01PIs,r7/6kp/5rp1/K2Bn3/4P3/2P3b1/PP1B2P1/R6R w - - 1 33,a5b4 f6b6 b4c5 g3f2 d2e3 f2e3,1927,76,92,459,long mate mateIn3 middlegame,https://lichess.org/cGPyOmEJ#65,
01S2P,r4rk1/5qpp/p1p1p3/3pB3/6Q1/8/PPP2PPP/R3R1K1 w - - 4 18,e1e3 f7f2 g1h1 f2f1 a1f1 f8f1,1048,91,95,1847,backRankMate fork long mate mateIn3 middlegame sacrifice,https://lichess.org/PpvbkBkX#35,Vienna_Game Vienna_Game_Other_variations
01Sr1,1r4k1/6pp/4p3/QBR2p2/3q4/B3nP1P/P5P1/6K1 w - - 0 35,a5a7 e3g4 g1h1 d4d1 b5f1 d1f1,1854,74,96,3928,discoveredAttack long mate mateIn3 middlegame,https://lichess.org/mKXjReAm#69,
01StK,1r4k1/5pp1/2Bp3p/q2P4/8/1Pb5/P2Q2PP/1K1R4 w - - 0 27,d2d3 b8b3 a2b3 a5a1 b1c2 a1b2,1326,79,78,349,endgame long mate mateIn3 sacrifice,https://lichess.org/URJoRWKJ#53,
01TmZ,r1b2rk1/1p2bppp/pqnp4/3Np3/2B1PP2/PN6/1PP2nPP/R1BQ1R1K w - - 5 13,h1g1 f2h3 g1h1 b6g1 f1g1 h3f2,1233,81,87,3778,doubleCheck kingsideAttack long mate mateIn3 opening sacrifice smotheredMate,https://lichess.org/RIwXCRjL#25,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
01Vce,2r4r/6b1/8/1b1pPQ1k/2p2P2/4P3/PP1B3q/2K5 b - - 7 33,h5h4 d2e1 h2g3 f5g5 h4h3 g5g3,1943,73,95,10304,long mate mateIn3 middlegame pin,https://lichess.org/90JQSZJo/black#66,
01Xgf,5r1k/p1p3p1/7p/4p1r1/2P1Nq2/1P5Q/P5PP/3R2K1 w - - 6 32,e4g5 f4f2 g1h1 f2f1 d1f1 f8f1,1199,77,85,136,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/tTxHHZ15#63,
01XyB,r5k1/2Q2ppp/6n1/8/3Pq3/p3P3/P5PP/5RK1 b - - 1 37,g6h4 c7f7 g8h8 f7f8 a8f8 f1f8,1126,78,78,114,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/nLHbhLSa/black#74,
01YV3,1r3rk1/p3R2p/3p2pQ/3q4/3b4/3p4/PP3PPP/1RB4K b - - 3 22,f8f2 h6h7 g8f8 c1h6 d4g7 h7g7,1574,74,96,1839,long mate mateIn3 middlegame,https://lichess.org/UFUflidH/black#44,
01a8M,8/p2R1pkp/1p1R4/8/4PP1K/2r3rP/P7/8 w - - 13 34,d7a7 g3h3 h4g5 c3g3 g5f5 h3h5,1213,81,91,1281,endgame long mate mateIn3 rookEndgame,https://lichess.org/JuRsjYiE#67,
01aP5,6rk/3Q2bp/p2p4/q4p2/P7/2p4P/2P5/K3R1R1 b - - 8 34,a5b4 d7g7 g8g7 e1e8 g7g8 g1g8,1499,82,88,108,endgame long mate mateIn3 sacrifice,https://lichess.org/Y9TYZm8S/black#68,
01dKr,1Q1k3r/5p2/2r1p3/3pP2q/6p1/3B2P1/2P4n/5R1K b - - 2 35,c6c8 b8d6 d8e8 d3b5 c8c6 b5c6,1467,76,90,3962,exposedKing long mate mateIn3 middlegame,https://lichess.org/xCPIW9r6/black#70,
01h56,r3n3/2q1b1kp/3p2p1/2n2N2/2B1P3/8/1Pp2B2/1NKR3R b - - 1 29,g7h8 h1h7 h8h7 d1h1 e7h4 h1h4,1794,74,96,2154,attraction long master masterVsMaster mate mateIn3 middlegame sacrifice,https://lichess.org/uaj4IOa9/black#58,
01hzW,3r4/1p5p/2kb3R/p4pP1/Prp2P2/K3P1N1/1P6/3R4 w - - 0 34,g3f5 b4a4 a3a4 b7b5 a4a5 d8a8,2063,110,38,15,attraction doubleCheck endgame long mate mateIn3 sacrifice,https://lichess.org/084UsBdW#67,
01iF8,5r1k/1p4pp/p5r1/3P4/3Bb2b/2Q5/PP4PP/R4B1K w - - 11 27,a1e1 f8f1 e1f1 e4g2 h1g1 g2f3,2123,77,89,682,discoveredAttack fork long mate mateIn3 middlegame,https://lichess.org/N2fOcxqm#53,
01iy8,2r3k1/2P2pp1/6r1/3p2qp/3N2b1/2R1P3/3Q1PPP/2R4K w - - 1 28,c3b3 g4f3 c1g1 f3g2 g1g2 g5g2,1726,76,85,131,long mate mateIn3 middlegame,https://lichess.org/2ku2FXte#55,
01pl8,3r4/pR1N2p1/2p2p1k/4p2p/2B1Pn1N/1P6/P1P2PPP/3R2K1 w - - 4 31,d7f6 d8d1 c4f1 f4e2 g1h1 d1f1,1096,75,98,1111,backRankMate deflection hangingPiece long mate mateIn3 middlegame pin,https://lichess.org/nCrUcojU#61,
01riG,8/8/6kp/2R1PNp1/2P5/1P4K1/r7/4n3 w - - 5 35,e5e6 a2g2 g3h3 g5g4 h3h4 e1f3,1566,75,97,23072,endgame exposedKing long master mate mateIn3,https://lichess.org/XCT1rd46#69,
01uFt,2k1q3/pp1r4/6p1/3p4/6Q1/1B6/PPP5/1K1R4 w - - 0 33,d1d5 e8e1 d5d1 e1d1 g4d1 d7d1,643,91,54,33,backRankMate endgame long mate mateIn3,https://lichess.org/HCzogcJU#65,
01vCu,rn2r1k1/ppp2ppp/3p4/8/3qP3/4BQP1/P1P4P/R4RK1 b - - 3 17,d4e5 f3f7 g8h8 f7f8 e8f8 f1f8,960,90,91,1489,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/sEAi1dbu/black#34,Vienna_Game Vienna_Game_Vienna_Gambit
01vxK,6rk/1R3Qp1/6Pp/p6P/8/2PP1p2/K7/3q4 b - - 0 50,d1d3 f7g8 h8g8 b7b8 d3d8 b8d8,1286,88,63,49,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/Jz82SN2j/black#100,
01wET,6k1/1P1B1p2/4p3/3pP1Pp/P4K1P/2r5/1R3QP1/2q5 w - - 5 39,f2d2 c1f1 d2f2 f1c4 f2d4 c4d4,2016,76,96,8663,endgame long mate mateIn3,https://lichess.org/4SBlrc5J#77,
01yWZ,8/4r1pk/R6p/4p1P1/3pn2P/8/6K1/8 b - - 0 44,e4c3 g5g6 h7h8 a6a8 e7e8 a8e8,1353,114,86,38,endgame long mate mateIn3,https://lichess.org/6XfujWVE/black#88,
0212b,r3kb1r/ppp2p1p/5Q2/4p3/2B1P3/3P3P/P1P3PK/1q6 b kq - 0 15,b1c2 c4f7 e8d7 f6e6 d7d8 e6e8,1998,76,91,4045,attackingF2F7 endgame long mate mateIn3,https://lichess.org/KtIFFQg0/black#30,Kings_Gambit Kings_Gambit_Other_variations
02242,r4rk1/1p3pp1/8/2p1pNP1/4PnR1/P7/1B3q1N/3R3K b - - 1 32,f2b2 f5e7 g8h7 g4h4 f4h5 h4h5,1031,80,81,297,anastasiaMate long mate mateIn3 middlegame,https://lichess.org/dGm6aR2k/black#64,
023sA,5r1k/p1p2qpp/6b1/1P1nP3/8/1Q2P1R1/PB4PP/3R2K1 w - - 2 26,b3d5 f7f2 g1h1 f2f1 d1f1 f8f1,1332,88,83,290,backRankMate fork long mate mateIn3 middlegame sacrifice,https://lichess.org/xSDjaF7E#51,
024sp,1k1r1b1r/npp2pp1/5n1p/1N6/8/1P1q1N2/1P2QPPP/R2R2K1 b - - 1 16,d3e2 d1d8 a7c8 a1a8 b8a8 d8c8,1409,77,71,132,attraction deflection hangingPiece long mate mateIn3 middlegame queensideAttack,https://lichess.org/rzwAk4RH/black#32,Danish_Gambit Danish_Gambit_Other_variations
02AXB,8/2pr2k1/4N1p1/1p5p/8/2P1Q1K1/2q3PP/8 b - - 10 41,g7h8 e3h6 h8g8 h6f8 g8h7 e6g5,1497,76,95,16648,endgame exposedKing long mate mateIn3,https://lichess.org/iwM6UWir/black#82,
02EcU,8/pb3R1p/1p4r1/4B1pk/4p3/1P2P1PP/P2r4/6K1 b - - 2 31,b7a6 f7h7 g6h6 g3g4 h5g6 h7g7,1355,77,100,1596,endgame long mate mateIn3,https://lichess.org/Nshcovak/black#62,
02EdZ,3r2k1/1p3p1p/2p3p1/3q2PP/3r1P2/pP1bQ3/P7/K1R1R3 b - - 0 33,d3f5 e3e8 d8e8 e1e8 g8g7 h5h6,1113,82,80,230,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/I4izEYk4/black#66,
02GAF,8/R5k1/8/1p4KP/p4p2/1r3P2/8/8 b - - 6 43,g7h8 g5g6 b3c3 a7a8 c3c8 a8c8,1461,75,92,705,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/TJcdh3bz/black#86,
02I6H,r3k1nr/pp1b1ppp/2nB4/1B1N4/Q2P4/7P/Pq1NKP2/8 b kq - 1 15,e8c8 d5b6 a7b6 a4a8 c6b8 a8b8,1953,75,88,253,long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/e71xtyYm/black#30,English_Opening English_Opening_Caro-Kann_Defensive_System
02IqG,r2r2k1/p4pn1/4pBp1/1p6/3P1Q1R/2q4P/6P1/6K1 b - - 3 35,d8d5 h4h8 g8h8 f4h6 h8g8 h6g7,1779,76,87,283,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/BfFqbEze/black#70,
02LtX,r3k2r/ppQ1n1p1/1p1R4/6p1/8/P3qP1b/BPP4P/5R1K b kq - 2 22,h3f1 c7d7 e8f8 d7d8 a8d8 d6d8,1808,78,95,13582,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/2KqyOx6N/black#44,
02SQK,1r2r1k1/3nbppp/p1q1p3/3pR2Q/3B4/3B4/PPP2PPP/R5K1 b - - 9 19,g7g6 h5h7 g8h7 e5h5 h7g8 h5h8,1929,75,93,9172,attraction kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/cFnIZHq6/black#38,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
02Ub7,2r2nk1/pb4pp/1p2p3/3pP1q1/3P4/1P3QP1/P2N2B1/5RK1 b - - 1 23,b7a6 f3f7 g8h8 f7f8 c8f8 f1f8,1228,79,88,692,backRankMate deflection long mate mateIn3 middlegame,https://lichess.org/lzeuazSX/black#46,
02Uju,8/1pp2pk1/p4Np1/4P1K1/1Pr5/r1P4R/8/8 b - - 5 41,a3c3 h3h7 g7f8 h7h8 f8e7 h8e8,1853,98,100,40,endgame hookMate long mate mateIn3,https://lichess.org/gTC1F0td/black#82,
02VNy,2r2Q2/3p2qk/p2p2pp/1p6/1P2B3/P7/6PP/7K w - - 0 35,f8c8 g7a1 e4b1 a1b1 c8c1 b1c1,632,86,67,76,backRankMate endgame long mate mateIn3,https://lichess.org/aMhgyWm5#69,
02Vx1,r2r1bk1/1b5p/pq3Pp1/1p2N1P1/4P2Q/1PPp3P/6K1/R4R2 b - - 0 30,b6e3 f6f7 g8h8 e5g6 h8g7 h4h6,1298,75,100,232,advancedPawn kingsideAttack long mate mateIn3 middlegame pin,https://lichess.org/ffGvaEfd/black#60,
02YAB,N4Q2/1p6/p5kp/2P3b1/1P6/P3PKP1/6PP/2q5 w - - 9 35,f3g4 c1d1 f8f3 d1d7 f3f5 d7f5,2157,96,84,39,endgame long mate mateIn3,https://lichess.org/ZTbdOKnl#69,
02YBE,5bk1/5R2/p6P/1p1q2r1/3p4/2P5/P4QP1/6K1 b - - 2 40,f8c5 h6h7 g8h8 f2f6 g5g7 f6g7,1923,76,92,907,advancedPawn endgame exposedKing long mate mateIn3,https://lichess.org/pDF2Sv49/black#80,
02YEp,r1b5/7p/pp4pk/2qpQn1r/8/PBN2P1P/1PP3P1/3RR2K w - - 3 24,e5d5 f5g3 h1h2 h5h3 g2h3 c5f2,2436,79,93,5129,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/cafPuOxW#47,
02ZqC,8/3N1Q1k/6pp/3P4/4P3/6P1/qq3PKP/8 b - - 0 39,b2g7 d7f6 h7h8 f7e8 g7f8 e8f8,1327,75,86,496,endgame long mate mateIn3,https://lichess.org/ynZ9yu1x/black#78,
02auQ,Q2rkb2/6p1/p5p1/1p3p2/5P2/2Pq4/PP4PP/RNB2RK1 w - - 2 21,a8a6 f8c5 c1e3 c5e3 g1h1 d3f1,1461,74,77,286,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/udRncw99#41,
02dIM,3rrknQ/pR3p2/2pq4/3p1BP1/3P4/4P3/P7/1K5R b - - 2 31,d8b8 h8g7 f8g7 h1h7 g7f8 h7f7,2172,83,90,1715,attraction long master mate mateIn3 middlegame sacrifice,https://lichess.org/qZp4t5tw/black#62,
02eRO,6k1/1R3p1p/6p1/1p2rb2/8/2Bp3P/6P1/6K1 b - - 5 46,e5d5 b7b8 f5c8 b8c8 d5d8 c8d8,579,98,82,720,endgame long mate mateIn3,https://lichess.org/BSUrVaM0/black#92,
02ebU,3r2k1/p4ppp/1p6/4q3/3R4/4PQP1/P4P2/7K b - - 0 27,d8d4 f3a8 d4d8 a8d8 e5e8 d8e8,1075,79,75,379,endgame long mate mateIn3,https://lichess.org/ifm4rOck/black#54,
02gWm,r3kr2/pppn2Q1/3p3p/8/8/1PP1R2P/Pq2B2K/8 b - - 3 25,e8d8 g7e7 d8c8 e7e8 f8e8 e3e8,1478,78,79,142,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/z0yU6pHe/black#50,
02gXq,3r2k1/5ppp/p3p3/1qb1P3/8/2P1BQPP/8/5R1K b - - 3 26,c5e3 f3f7 g8h8 f7f8 d8f8 f1f8,939,90,80,359,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/JQSWx2VW/black#52,
02jP2,7k/p4r1p/2pR4/8/6R1/6P1/PP3r1P/6K1 w - - 0 27,h2h4 f2f1 g1h2 f7f2 h2h3 f1h1,822,88,88,76,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/ataPzuaP#53,
02lL5,r3r1k1/pp3p2/6R1/3Q4/2pb1PK1/P1P1q1P1/6P1/7R b - - 0 27,d4g7 g6g7 g8g7 d5g5 g7f8 h1h8,1320,76,92,1728,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/0p9MUYAG/black#54,
